Dt_Customer,Marital_Status,Education,Current_Age,Recency,NumWebVisitsMonth,Income,childornot,total_amt_spent,totalnum_purchases,Target,segments
376.0,1.0,1.0,53.0,13.0,1.0,72940.0,0.0,981.0,13.0,0.0,Good Customers
391.0,1.0,1.0,53.0,11.0,6.0,22070.0,1.0,67.0,8.0,0.0,Bad Customers
739.0,0.0,1.0,70.0,31.0,7.0,69267.0,0.0,1635.0,14.0,1.0,Good Customers
11.0,0.0,2.0,40.0,15.0,5.0,31788.0,1.0,60.0,10.0,0.0,Bad Customers
27.0,1.0,2.0,48.0,2.0,5.0,61905.0,1.0,231.0,12.0,0.0,Good Customers
25.0,1.0,1.0,63.0,55.0,6.0,29315.0,2.0,48.0,10.0,0.0,Bad Customers
390.0,0.0,1.0,60.0,38.0,7.0,33378.0,2.0,99.0,9.0,0.0,Bad Customers
379.0,1.0,2.0,60.0,86.0,4.0,66313.0,1.0,770.0,23.0,0.0,Good Customers
379.0,0.0,1.0,67.0,56.0,5.0,60714.0,0.0,957.0,23.0,1.0,Good Customers
1.0,1.0,2.0,42.0,29.0,1.0,77882.0,0.0,818.0,12.0,0.0,Good Customers
394.0,0.0,2.0,37.0,30.0,1.0,69867.0,0.0,925.0,17.0,1.0,Good Customers
375.0,0.0,2.0,55.0,64.0,6.0,63841.0,1.0,908.0,22.0,0.0,Good Customers
385.0,1.0,0.0,42.0,46.0,7.0,24480.0,1.0,102.0,10.0,0.0,Bad Customers
736.0,1.0,1.0,47.0,84.0,8.0,51369.0,1.0,576.0,16.0,0.0,Good Customers
730.0,1.0,1.0,77.0,20.0,7.0,37760.0,0.0,317.0,13.0,0.0,Bad Customers
30.0,1.0,2.0,49.0,74.0,2.0,65640.0,1.0,461.0,15.0,0.0,Good Customers
14.0,1.0,2.0,48.0,18.0,5.0,44319.0,2.0,37.0,7.0,0.0,Good Customers
383.0,1.0,1.0,49.0,75.0,7.0,30631.0,1.0,70.0,7.0,0.0,Bad Customers
367.0,1.0,1.0,71.0,17.0,3.0,75278.0,0.0,930.0,23.0,0.0,Good Customers
388.0,1.0,2.0,67.0,88.0,5.0,50898.0,2.0,859.0,33.0,0.0,Good Customers
19.0,0.0,1.0,57.0,19.0,3.0,79946.0,0.0,1478.0,22.0,0.0,Good Customers
382.0,0.0,2.0,74.0,62.0,8.0,35416.0,0.0,390.0,16.0,0.0,Bad Customers
391.0,1.0,0.0,39.0,11.0,7.0,32414.0,0.0,52.0,5.0,1.0,Bad Customers
368.0,1.0,1.0,54.0,74.0,7.0,38361.0,1.0,137.0,10.0,0.0,Bad Customers
730.0,1.0,1.0,43.0,32.0,4.0,82497.0,0.0,1919.0,19.0,1.0,Good Customers
16.0,1.0,1.0,52.0,76.0,9.0,16626.0,2.0,68.0,9.0,0.0,Bad Customers
384.0,1.0,1.0,58.0,6.0,6.0,29672.0,2.0,25.0,4.0,0.0,Bad Customers
738.0,1.0,2.0,71.0,62.0,8.0,55951.0,1.0,1374.0,23.0,1.0,Good Customers
389.0,0.0,0.0,35.0,20.0,7.0,35388.0,1.0,32.0,5.0,0.0,Bad Customers
383.0,1.0,2.0,37.0,43.0,8.0,42386.0,1.0,100.0,7.0,0.0,Bad Customers
384.0,0.0,1.0,41.0,45.0,1.0,68627.0,0.0,825.0,12.0,0.0,Good Customers
14.0,0.0,2.0,58.0,34.0,5.0,57912.0,1.0,916.0,28.0,1.0,Good Customers
15.0,0.0,1.0,65.0,53.0,5.0,35246.0,2.0,62.0,11.0,0.0,Bad Customers
383.0,1.0,0.0,67.0,44.0,6.0,58821.0,1.0,728.0,21.0,0.0,Good Customers
30.0,1.0,2.0,45.0,89.0,4.0,46377.0,1.0,90.0,7.0,0.0,Good Customers
18.0,0.0,1.0,35.0,43.0,8.0,39747.0,1.0,273.0,13.0,0.0,Bad Customers
368.0,1.0,1.0,39.0,68.0,7.0,23976.0,1.0,66.0,10.0,0.0,Bad Customers
368.0,1.0,2.0,62.0,44.0,2.0,80950.0,0.0,1213.0,23.0,1.0,Good Customers
743.0,0.0,1.0,57.0,64.0,9.0,27038.0,0.0,107.0,7.0,1.0,Bad Customers
26.0,0.0,1.0,76.0,85.0,1.0,77457.0,0.0,1157.0,18.0,1.0,Good Customers
385.0,1.0,2.0,59.0,93.0,7.0,64100.0,1.0,546.0,18.0,1.0,Good Customers
369.0,1.0,2.0,31.0,12.0,4.0,42670.0,0.0,241.0,11.0,0.0,Bad Customers
13.0,0.0,1.0,47.0,86.0,6.0,12571.0,1.0,53.0,11.0,0.0,Bad Customers
367.0,1.0,1.0,56.0,28.0,7.0,22574.0,3.0,37.0,7.0,0.0,Bad Customers
392.0,1.0,1.0,34.0,69.0,3.0,51381.5,0.0,1611.0,24.0,1.0,Good Customers
390.0,0.0,2.0,47.0,42.0,3.0,70893.0,0.0,1508.0,23.0,0.0,Good Customers
378.0,1.0,1.0,57.0,13.0,4.0,54198.0,2.0,235.0,16.0,0.0,Good Customers
20.0,1.0,2.0,67.0,86.0,5.0,28839.0,2.0,32.0,7.0,0.0,Bad Customers
366.0,1.0,1.0,51.0,59.0,7.0,40321.0,2.0,102.0,8.0,0.0,Bad Customers
747.0,0.0,1.0,38.0,30.0,3.0,66503.0,1.0,401.0,15.0,0.0,Good Customers
379.0,1.0,1.0,72.0,33.0,5.0,30833.0,2.0,28.0,6.0,0.0,Bad Customers
372.0,0.0,1.0,53.0,67.0,7.0,51381.5,3.0,1052.0,21.0,1.0,Good Customers
379.0,1.0,1.0,52.0,23.0,2.0,64795.0,1.0,680.0,21.0,0.0,Good Customers
394.0,1.0,1.0,49.0,81.0,7.0,34421.0,1.0,30.0,4.0,0.0,Bad Customers
22.0,0.0,2.0,58.0,6.0,7.0,47025.0,2.0,20.0,4.0,0.0,Good Customers
389.0,0.0,2.0,62.0,41.0,7.0,64325.0,1.0,1307.0,23.0,0.0,Good Customers
385.0,0.0,1.0,70.0,78.0,8.0,40464.0,1.0,630.0,24.0,0.0,Bad Customers
390.0,1.0,1.0,66.0,49.0,3.0,62187.0,0.0,1283.0,18.0,0.0,Good Customers
393.0,0.0,2.0,47.0,39.0,8.0,14849.0,1.0,65.0,9.0,0.0,Bad Customers
388.0,1.0,1.0,39.0,3.0,7.0,27255.0,1.0,37.0,5.0,0.0,Bad Customers
387.0,1.0,2.0,73.0,37.0,4.0,54432.0,3.0,38.0,5.0,0.0,Good Customers
383.0,0.0,2.0,37.0,22.0,8.0,29999.0,1.0,160.0,12.0,0.0,Bad Customers
380.0,0.0,1.0,40.0,79.0,8.0,24072.0,1.0,23.0,4.0,0.0,Bad Customers
384.0,0.0,2.0,34.0,46.0,4.0,33996.0,0.0,71.0,6.0,0.0,Bad Customers
393.0,1.0,2.0,67.0,82.0,5.0,66334.0,1.0,1161.0,19.0,1.0,Good Customers
386.0,1.0,2.0,52.0,10.0,7.0,35178.0,1.0,59.0,5.0,1.0,Bad Customers
365.0,1.0,1.0,40.0,51.0,8.0,22010.0,1.0,33.0,7.0,0.0,Bad Customers
749.0,0.0,1.0,63.0,38.0,3.0,62204.0,2.0,946.0,22.0,0.0,Good Customers
755.0,0.0,1.0,55.0,10.0,4.0,75693.0,0.0,1442.0,22.0,1.0,Good Customers
749.0,1.0,1.0,51.0,14.0,8.0,30675.0,1.0,62.0,5.0,0.0,Bad Customers
393.0,1.0,1.0,58.0,18.0,3.0,83003.0,0.0,1674.0,22.0,1.0,Good Customers
369.0,1.0,2.0,124.0,36.0,1.0,83532.0,0.0,1853.0,15.0,1.0,Good Customers
751.0,0.0,1.0,35.0,95.0,3.0,68655.0,0.0,1538.0,21.0,0.0,Good Customers
388.0,0.0,1.0,37.0,11.0,6.0,41411.0,0.0,139.0,8.0,0.0,Bad Customers
738.0,1.0,2.0,54.0,65.0,8.0,55212.0,1.0,1182.0,20.0,1.0,Good Customers
382.0,1.0,2.0,73.0,71.0,3.0,59292.0,1.0,507.0,18.0,0.0,Good Customers
380.0,1.0,0.0,50.0,13.0,8.0,27190.0,1.0,18.0,4.0,1.0,Bad Customers
385.0,0.0,1.0,71.0,58.0,1.0,82623.0,0.0,940.0,16.0,0.0,Good Customers
372.0,1.0,1.0,58.0,65.0,6.0,44300.0,2.0,42.0,6.0,0.0,Good Customers
14.0,0.0,1.0,53.0,0.0,1.0,84835.0,0.0,1190.0,15.0,1.0,Good Customers
736.0,0.0,1.0,52.0,33.0,7.0,30372.0,2.0,44.0,8.0,0.0,Bad Customers
28.0,1.0,2.0,47.0,90.0,6.0,33181.0,1.0,16.0,4.0,1.0,Bad Customers
378.0,1.0,1.0,66.0,95.0,4.0,71113.0,1.0,835.0,26.0,0.0,Good Customers
386.0,1.0,1.0,37.0,93.0,4.0,71952.0,1.0,1443.0,22.0,1.0,Good Customers
367.0,0.0,2.0,57.0,38.0,3.0,69759.0,0.0,1029.0,18.0,1.0,Good Customers
734.0,1.0,1.0,49.0,18.0,1.0,72099.0,0.0,1188.0,18.0,0.0,Good Customers
739.0,0.0,2.0,47.0,57.0,6.0,60000.0,1.0,1277.0,24.0,0.0,Good Customers
366.0,0.0,1.0,45.0,45.0,7.0,38643.0,2.0,49.0,7.0,0.0,Bad Customers
385.0,1.0,1.0,68.0,61.0,6.0,50737.0,1.0,99.0,7.0,1.0,Good Customers
749.0,1.0,2.0,54.0,6.0,1.0,68462.0,0.0,1670.0,15.0,0.0,Good Customers
375.0,1.0,2.0,80.0,65.0,2.0,65073.0,0.0,900.0,14.0,0.0,Good Customers
387.0,1.0,2.0,75.0,52.0,5.0,46681.0,2.0,425.0,16.0,0.0,Good Customers
733.0,1.0,1.0,66.0,87.0,2.0,78618.0,0.0,2153.0,22.0,1.0,Good Customers
9.0,0.0,2.0,54.0,38.0,4.0,62187.0,1.0,636.0,21.0,0.0,Good Customers
7.0,1.0,1.0,45.0,53.0,4.0,28442.0,2.0,57.0,10.0,0.0,Bad Customers
738.0,1.0,2.0,45.0,31.0,9.0,37717.0,1.0,25.0,4.0,0.0,Bad Customers
733.0,1.0,1.0,56.0,67.0,7.0,51479.0,2.0,494.0,22.0,0.0,Good Customers
740.0,0.0,1.0,54.0,65.0,4.0,54803.0,1.0,693.0,19.0,0.0,Good Customers
379.0,1.0,1.0,63.0,64.0,2.0,79530.0,0.0,1348.0,26.0,0.0,Good Customers
380.0,0.0,1.0,47.0,82.0,7.0,31615.0,1.0,51.0,7.0,0.0,Bad Customers
744.0,1.0,1.0,61.0,27.0,3.0,72025.0,0.0,1932.0,16.0,0.0,Good Customers
760.0,0.0,2.0,48.0,63.0,8.0,52614.0,1.0,990.0,16.0,0.0,Good Customers
9.0,1.0,0.0,39.0,66.0,6.0,35684.0,1.0,30.0,5.0,0.0,Bad Customers
733.0,1.0,1.0,48.0,69.0,8.0,48178.0,2.0,254.0,16.0,0.0,Good Customers
366.0,0.0,2.0,53.0,52.0,4.0,29548.0,1.0,29.0,5.0,1.0,Bad Customers
750.0,0.0,1.0,57.0,45.0,8.0,63810.0,1.0,1371.0,23.0,1.0,Good Customers
373.0,0.0,2.0,51.0,2.0,8.0,38578.0,2.0,73.0,9.0,1.0,Bad Customers
743.0,0.0,2.0,48.0,86.0,8.0,46098.0,2.0,120.0,11.0,0.0,Good Customers
378.0,0.0,1.0,53.0,23.0,9.0,22585.0,0.0,81.0,5.0,1.0,Bad Customers
731.0,0.0,1.0,34.0,13.0,8.0,30279.0,1.0,37.0,5.0,0.0,Bad Customers
393.0,1.0,2.0,62.0,14.0,6.0,66426.0,1.0,1377.0,20.0,0.0,Good Customers
381.0,0.0,1.0,54.0,92.0,7.0,30822.0,1.0,51.0,5.0,0.0,Bad Customers
388.0,1.0,2.0,54.0,38.0,8.0,33581.0,2.0,17.0,4.0,0.0,Bad Customers
381.0,1.0,1.0,38.0,74.0,7.0,19986.0,1.0,22.0,4.0,0.0,Bad Customers
749.0,0.0,1.0,69.0,14.0,7.0,27421.0,0.0,324.0,14.0,0.0,Bad Customers
739.0,1.0,0.0,50.0,94.0,8.0,35688.0,3.0,211.0,16.0,0.0,Bad Customers
1.0,0.0,2.0,42.0,33.0,3.0,36143.0,1.0,19.0,4.0,0.0,Bad Customers
381.0,0.0,1.0,52.0,32.0,5.0,10245.0,1.0,41.0,8.0,0.0,Bad Customers
379.0,1.0,2.0,55.0,11.0,7.0,43795.0,1.0,492.0,17.0,1.0,Bad Customers
756.0,1.0,1.0,63.0,78.0,2.0,63381.0,1.0,1005.0,26.0,0.0,Good Customers
731.0,1.0,1.0,74.0,56.0,6.0,38823.0,1.0,114.0,7.0,0.0,Bad Customers
388.0,0.0,2.0,55.0,57.0,5.0,83664.0,2.0,1173.0,19.0,0.0,Good Customers
28.0,1.0,1.0,44.0,7.0,1.0,90300.0,0.0,1738.0,19.0,1.0,Good Customers
386.0,1.0,2.0,44.0,0.0,4.0,62499.0,1.0,222.0,12.0,0.0,Good Customers
27.0,0.0,1.0,30.0,66.0,2.0,74293.0,0.0,1127.0,16.0,0.0,Good Customers
378.0,1.0,2.0,77.0,86.0,6.0,51012.0,0.0,209.0,10.0,0.0,Good Customers
6.0,1.0,2.0,55.0,80.0,3.0,70777.0,1.0,787.0,23.0,0.0,Good Customers
389.0,1.0,2.0,32.0,56.0,2.0,68682.0,0.0,1598.0,24.0,0.0,Good Customers
746.0,1.0,1.0,52.0,18.0,8.0,43824.0,2.0,186.0,12.0,0.0,Bad Customers
730.0,1.0,1.0,39.0,51.0,8.0,15345.0,1.0,47.0,6.0,1.0,Bad Customers
737.0,0.0,1.0,36.0,71.0,7.0,23442.0,1.0,27.0,5.0,0.0,Bad Customers
752.0,1.0,0.0,43.0,71.0,7.0,14515.0,1.0,96.0,11.0,1.0,Bad Customers
373.0,0.0,0.0,67.0,80.0,6.0,31395.0,2.0,64.0,10.0,0.0,Bad Customers
734.0,1.0,1.0,58.0,2.0,5.0,75276.0,0.0,1040.0,23.0,0.0,Good Customers
380.0,0.0,1.0,49.0,83.0,5.0,42373.0,2.0,163.0,13.0,0.0,Bad Customers
385.0,1.0,1.0,63.0,29.0,7.0,30507.0,0.0,343.0,11.0,0.0,Bad Customers
373.0,0.0,2.0,68.0,11.0,7.0,55521.0,3.0,446.0,24.0,1.0,Good Customers
21.0,1.0,1.0,58.0,55.0,6.0,48006.0,2.0,41.0,5.0,0.0,Good Customers
731.0,0.0,2.0,51.0,19.0,8.0,27213.0,1.0,70.0,9.0,1.0,Bad Customers
1.0,0.0,2.0,52.0,1.0,6.0,65808.0,2.0,272.0,14.0,0.0,Good Customers
389.0,1.0,2.0,49.0,19.0,9.0,30351.0,1.0,46.0,6.0,0.0,Bad Customers
744.0,1.0,1.0,60.0,28.0,7.0,50437.0,2.0,490.0,19.0,0.0,Good Customers
744.0,0.0,0.0,41.0,76.0,8.0,23616.0,1.0,79.0,8.0,1.0,Bad Customers
752.0,1.0,1.0,47.0,50.0,4.0,53858.0,1.0,915.0,17.0,0.0,Good Customers
366.0,1.0,2.0,68.0,1.0,6.0,66465.0,1.0,1485.0,35.0,1.0,Good Customers
739.0,0.0,1.0,36.0,90.0,7.0,46923.0,1.0,369.0,16.0,0.0,Good Customers
373.0,1.0,1.0,61.0,83.0,3.0,75072.0,1.0,1073.0,19.0,0.0,Good Customers
0.0,1.0,2.0,80.0,73.0,1.0,75865.0,0.0,1242.0,19.0,0.0,Good Customers
375.0,1.0,0.0,48.0,24.0,5.0,19789.0,1.0,78.0,9.0,1.0,Bad Customers
17.0,1.0,1.0,29.0,11.0,5.0,80134.0,0.0,1378.0,21.0,1.0,Good Customers
374.0,0.0,1.0,42.0,33.0,3.0,91065.0,0.0,1474.0,26.0,1.0,Good Customers
391.0,1.0,2.0,52.0,4.0,8.0,49505.0,2.0,751.0,29.0,0.0,Good Customers
25.0,1.0,2.0,50.0,14.0,7.0,37401.0,1.0,48.0,7.0,0.0,Bad Customers
9.0,1.0,1.0,40.0,30.0,6.0,30096.0,1.0,45.0,6.0,0.0,Bad Customers
25.0,1.0,2.0,41.0,75.0,8.0,18492.0,1.0,10.0,4.0,0.0,Bad Customers
391.0,1.0,2.0,49.0,26.0,1.0,82584.0,0.0,1435.0,16.0,1.0,Good Customers
383.0,1.0,2.0,82.0,77.0,2.0,93027.0,0.0,2119.0,22.0,1.0,Good Customers
391.0,1.0,1.0,70.0,8.0,8.0,48686.0,3.0,20.0,4.0,0.0,Good Customers
7.0,1.0,1.0,37.0,42.0,1.0,92910.0,0.0,1795.0,27.0,1.0,Good Customers
26.0,1.0,1.0,34.0,28.0,6.0,75433.0,1.0,1188.0,19.0,1.0,Good Customers
27.0,1.0,0.0,34.0,52.0,5.0,10404.0,1.0,43.0,7.0,0.0,Bad Customers
371.0,1.0,1.0,55.0,1.0,3.0,61314.0,1.0,1008.0,24.0,0.0,Good Customers
387.0,0.0,2.0,62.0,1.0,4.0,84865.0,0.0,1688.0,16.0,1.0,Good Customers
732.0,1.0,1.0,34.0,42.0,8.0,42387.0,1.0,684.0,21.0,0.0,Bad Customers
373.0,1.0,0.0,56.0,76.0,7.0,67309.0,2.0,1082.0,39.0,0.0,Good Customers
370.0,1.0,1.0,59.0,27.0,4.0,75236.0,1.0,1068.0,25.0,0.0,Good Customers
29.0,0.0,1.0,53.0,28.0,5.0,30015.0,1.0,57.0,7.0,0.0,Bad Customers
374.0,1.0,2.0,67.0,49.0,5.0,50943.0,1.0,46.0,5.0,0.0,Good Customers
374.0,0.0,1.0,57.0,12.0,5.0,67272.0,1.0,733.0,23.0,0.0,Good Customers
388.0,0.0,2.0,74.0,14.0,8.0,51529.0,1.0,467.0,17.0,0.0,Good Customers
373.0,1.0,2.0,52.0,89.0,7.0,32011.0,1.0,122.0,10.0,0.0,Bad Customers
389.0,1.0,0.0,37.0,96.0,8.0,7500.0,1.0,36.0,7.0,0.0,Bad Customers
391.0,1.0,1.0,34.0,56.0,8.0,28691.0,1.0,34.0,5.0,0.0,Bad Customers
375.0,1.0,2.0,75.0,72.0,4.0,56223.0,1.0,156.0,10.0,0.0,Good Customers
389.0,1.0,1.0,77.0,14.0,5.0,18100.0,0.0,14.0,4.0,0.0,Bad Customers
731.0,0.0,1.0,34.0,13.0,8.0,30279.0,1.0,37.0,5.0,0.0,Bad Customers
14.0,1.0,0.0,49.0,99.0,8.0,20130.0,0.0,34.0,5.0,0.0,Bad Customers
382.0,0.0,1.0,64.0,72.0,8.0,23295.0,0.0,20.0,4.0,0.0,Bad Customers
386.0,0.0,2.0,51.0,92.0,8.0,42618.0,1.0,192.0,11.0,0.0,Bad Customers
366.0,0.0,1.0,59.0,87.0,1.0,81246.0,0.0,1379.0,17.0,1.0,Good Customers
386.0,1.0,1.0,47.0,7.0,8.0,24027.0,1.0,48.0,7.0,0.0,Bad Customers
373.0,1.0,2.0,70.0,91.0,3.0,55707.0,1.0,428.0,16.0,0.0,Good Customers
394.0,0.0,1.0,68.0,71.0,3.0,57959.0,1.0,868.0,27.0,0.0,Good Customers
380.0,1.0,1.0,54.0,24.0,7.0,56796.0,1.0,1001.0,27.0,0.0,Good Customers
378.0,0.0,2.0,52.0,17.0,5.0,36230.0,1.0,59.0,7.0,0.0,Bad Customers
394.0,1.0,0.0,43.0,87.0,3.0,70829.0,2.0,431.0,16.0,0.0,Good Customers
754.0,1.0,1.0,47.0,21.0,7.0,65991.0,1.0,971.0,27.0,0.0,Good Customers
741.0,1.0,1.0,51.0,90.0,8.0,38988.0,3.0,348.0,19.0,0.0,Bad Customers
746.0,0.0,0.0,57.0,44.0,4.0,89572.0,0.0,2059.0,24.0,1.0,Good Customers
395.0,1.0,2.0,39.0,71.0,6.0,42207.0,1.0,265.0,14.0,1.0,Bad Customers
6.0,1.0,1.0,71.0,52.0,2.0,50300.0,1.0,270.0,13.0,0.0,Good Customers
736.0,1.0,0.0,41.0,78.0,3.0,66664.0,0.0,1289.0,19.0,0.0,Good Customers
30.0,1.0,1.0,59.0,2.0,7.0,60597.0,1.0,893.0,16.0,1.0,Good Customers
373.0,0.0,1.0,74.0,60.0,1.0,70165.0,0.0,926.0,22.0,0.0,Good Customers
3.0,0.0,2.0,65.0,25.0,6.0,50520.0,1.0,135.0,9.0,0.0,Good Customers
4.0,1.0,1.0,60.0,47.0,1.0,80124.0,0.0,1495.0,19.0,1.0,Good Customers
7.0,1.0,1.0,48.0,46.0,7.0,33183.0,1.0,120.0,9.0,0.0,Bad Customers
28.0,0.0,2.0,54.0,83.0,1.0,66582.0,0.0,1288.0,20.0,0.0,Good Customers
373.0,1.0,2.0,68.0,17.0,2.0,75261.0,0.0,1743.0,17.0,1.0,Good Customers
730.0,0.0,1.0,53.0,13.0,8.0,31880.0,1.0,15.0,4.0,0.0,Bad Customers
25.0,1.0,1.0,72.0,86.0,6.0,53790.0,2.0,542.0,20.0,0.0,Good Customers
746.0,1.0,2.0,52.0,92.0,7.0,49269.0,1.0,890.0,25.0,0.0,Good Customers
369.0,1.0,1.0,48.0,47.0,4.0,61456.0,1.0,1388.0,33.0,0.0,Good Customers
385.0,1.0,1.0,43.0,18.0,8.0,37406.0,1.0,17.0,4.0,1.0,Bad Customers
757.0,1.0,2.0,42.0,81.0,6.0,56937.0,1.0,906.0,30.0,1.0,Good Customers
394.0,1.0,1.0,45.0,91.0,7.0,38415.0,2.0,44.0,6.0,0.0,Bad Customers
13.0,0.0,1.0,35.0,58.0,5.0,20518.0,1.0,25.0,5.0,0.0,Bad Customers
378.0,1.0,1.0,67.0,40.0,5.0,62503.0,1.0,973.0,26.0,0.0,Good Customers
22.0,0.0,2.0,51.0,67.0,3.0,41644.0,2.0,31.0,6.0,0.0,Bad Customers
8.0,1.0,2.0,46.0,19.0,5.0,55842.0,1.0,518.0,17.0,0.0,Good Customers
738.0,1.0,2.0,51.0,93.0,5.0,62010.0,1.0,530.0,19.0,0.0,Good Customers
730.0,1.0,1.0,46.0,41.0,8.0,41124.0,1.0,506.0,21.0,0.0,Bad Customers
365.0,1.0,2.0,50.0,60.0,7.0,38961.0,1.0,70.0,6.0,0.0,Bad Customers
384.0,0.0,2.0,51.0,54.0,6.0,37760.0,1.0,54.0,6.0,0.0,Bad Customers
742.0,0.0,1.0,49.0,26.0,9.0,32233.0,1.0,296.0,12.0,1.0,Bad Customers
365.0,1.0,1.0,48.0,30.0,5.0,43057.0,1.0,266.0,15.0,0.0,Bad Customers
751.0,1.0,2.0,63.0,93.0,3.0,83151.0,0.0,747.0,19.0,0.0,Good Customers
747.0,0.0,2.0,59.0,35.0,3.0,78825.0,0.0,895.0,29.0,1.0,Good Customers
381.0,1.0,2.0,47.0,4.0,7.0,65104.0,1.0,1053.0,17.0,0.0,Good Customers
369.0,1.0,1.0,49.0,92.0,6.0,60093.0,1.0,735.0,21.0,0.0,Good Customers
5.0,1.0,1.0,54.0,24.0,7.0,14045.0,1.0,20.0,5.0,0.0,Bad Customers
733.0,0.0,0.0,71.0,96.0,8.0,28457.0,0.0,205.0,10.0,0.0,Bad Customers
737.0,1.0,2.0,65.0,11.0,6.0,78952.0,1.0,2092.0,21.0,0.0,Good Customers
758.0,0.0,1.0,47.0,99.0,8.0,46310.0,1.0,309.0,14.0,0.0,Good Customers
374.0,1.0,1.0,68.0,72.0,6.0,76005.0,0.0,1722.0,22.0,1.0,Good Customers
384.0,0.0,2.0,59.0,77.0,8.0,58308.0,1.0,900.0,15.0,0.0,Good Customers
368.0,0.0,2.0,79.0,85.0,7.0,55614.0,0.0,682.0,20.0,1.0,Good Customers
383.0,0.0,2.0,61.0,88.0,5.0,59432.0,1.0,663.0,22.0,0.0,Good Customers
26.0,0.0,1.0,45.0,22.0,3.0,55563.0,1.0,43.0,6.0,0.0,Good Customers
375.0,1.0,2.0,52.0,83.0,6.0,78642.0,1.0,1816.0,18.0,0.0,Good Customers
9.0,1.0,2.0,74.0,63.0,3.0,67911.0,1.0,976.0,27.0,0.0,Good Customers
393.0,1.0,1.0,79.0,9.0,2.0,65275.0,0.0,746.0,21.0,0.0,Good Customers
755.0,1.0,1.0,73.0,92.0,8.0,27203.0,2.0,64.0,6.0,0.0,Bad Customers
380.0,1.0,2.0,62.0,2.0,5.0,48330.0,1.0,32.0,5.0,0.0,Good Customers
732.0,1.0,0.0,33.0,6.0,8.0,24279.0,0.0,263.0,9.0,0.0,Bad Customers
737.0,1.0,2.0,38.0,66.0,8.0,64355.0,1.0,1445.0,21.0,0.0,Good Customers
374.0,1.0,2.0,67.0,49.0,5.0,50943.0,1.0,46.0,5.0,0.0,Good Customers
754.0,0.0,1.0,70.0,29.0,6.0,53653.0,0.0,1210.0,28.0,0.0,Good Customers
393.0,1.0,1.0,47.0,77.0,3.0,65665.0,1.0,945.0,24.0,0.0,Good Customers
376.0,0.0,1.0,34.0,77.0,1.0,81217.0,0.0,1157.0,22.0,0.0,Good Customers
374.0,1.0,1.0,31.0,71.0,7.0,34935.0,0.0,137.0,8.0,0.0,Bad Customers
745.0,0.0,1.0,64.0,49.0,5.0,61250.0,1.0,730.0,25.0,0.0,Good Customers
371.0,1.0,2.0,42.0,97.0,7.0,39665.0,1.0,216.0,12.0,1.0,Bad Customers
368.0,0.0,1.0,44.0,6.0,3.0,60152.0,1.0,943.0,23.0,0.0,Good Customers
375.0,1.0,1.0,59.0,93.0,7.0,48920.0,2.0,347.0,16.0,1.0,Good Customers
14.0,1.0,2.0,64.0,78.0,1.0,89120.0,0.0,1924.0,19.0,1.0,Good Customers
385.0,1.0,2.0,77.0,62.0,8.0,44124.0,1.0,397.0,17.0,0.0,Good Customers
382.0,0.0,2.0,48.0,47.0,2.0,81169.0,0.0,2089.0,22.0,0.0,Good Customers
393.0,1.0,1.0,62.0,9.0,8.0,36443.0,2.0,138.0,11.0,0.0,Bad Customers
365.0,0.0,1.0,33.0,77.0,7.0,26095.0,1.0,42.0,5.0,0.0,Bad Customers
372.0,1.0,1.0,64.0,24.0,2.0,71367.0,0.0,777.0,17.0,0.0,Good Customers
30.0,1.0,2.0,79.0,19.0,3.0,80184.0,0.0,1902.0,20.0,1.0,Good Customers
4.0,0.0,1.0,58.0,67.0,7.0,30630.0,2.0,52.0,7.0,0.0,Bad Customers
30.0,0.0,2.0,36.0,95.0,5.0,73454.0,0.0,1651.0,13.0,1.0,Good Customers
379.0,1.0,1.0,32.0,48.0,5.0,42691.0,0.0,358.0,13.0,0.0,Bad Customers
731.0,1.0,1.0,70.0,73.0,6.0,70503.0,0.0,1727.0,16.0,1.0,Good Customers
753.0,1.0,1.0,36.0,35.0,6.0,25545.0,1.0,210.0,10.0,1.0,Bad Customers
757.0,1.0,1.0,37.0,76.0,8.0,32880.0,1.0,42.0,5.0,0.0,Bad Customers
368.0,1.0,2.0,65.0,20.0,2.0,77863.0,0.0,1291.0,20.0,0.0,Good Customers
22.0,1.0,2.0,46.0,72.0,3.0,50353.0,0.0,442.0,15.0,0.0,Good Customers
749.0,0.0,1.0,59.0,20.0,8.0,61839.0,0.0,1895.0,17.0,0.0,Good Customers
392.0,1.0,2.0,63.0,69.0,6.0,49154.0,2.0,411.0,19.0,0.0,Good Customers
381.0,0.0,0.0,48.0,80.0,5.0,47682.0,1.0,521.0,19.0,0.0,Good Customers
377.0,0.0,1.0,54.0,65.0,1.0,72679.0,1.0,1168.0,17.0,0.0,Good Customers
12.0,1.0,2.0,46.0,52.0,7.0,57954.0,2.0,493.0,23.0,1.0,Good Customers
372.0,1.0,1.0,61.0,65.0,4.0,65316.0,2.0,260.0,12.0,0.0,Good Customers
378.0,0.0,1.0,41.0,57.0,6.0,28567.0,1.0,46.0,7.0,0.0,Bad Customers
385.0,1.0,2.0,72.0,70.0,7.0,47352.0,1.0,319.0,16.0,0.0,Good Customers
13.0,1.0,1.0,56.0,0.0,5.0,44931.0,1.0,96.0,7.0,0.0,Good Customers
